k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	0	0	0	0	0	0	0	0	0.39518	0	0	0	0	0	0	0	0	0	0	0	0.00662	0	0	0	0.42596	0.29306	0	0.72748	0	0	0	0	0	0	0	0	0	0	0	0.00582	0	0	0	0	0	0	0	0	0	0	0.04631	0	0	0	0	0	0	0	0	0	0	0.392	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01197	0	0	0	0	0	0	0	0	0.00904	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00991	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33496	0	0	0	0	0	0	0.03906	0.06976	0	0	0	0	0	0	0	0	0.32528	0	0	0	0	0	0	0	0	0.03914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5407	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0.31585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01755	0	0	0	0	0	0.06855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056	0	0	0	0	0	0	0	0	0	0	0	0	0.10198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	0	0	0	0	0	0	0	0	0.03917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131	0	0.01426	0	0	0	0	0.0029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00061	0.00048	0	0	0.01053	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10513	0	0	0	0	0	0	0	0.00137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0.00222	0.00714	0.00017	0.01601	0	0	0	0.00402	0.01162	0.03475	0	0.00078	0	0	0	0.0197	0.00284	0.00168	0	0	0.00558	0	0	0	0.0167	0	0.00093	0	0	0.02155	0.04045	0	0	0.00268	0.00351	0	0	0.01481	0	0.00918	0.01562	0	0	0.08303	0	0	0.00214	0.00042	0.00153	0	0.23312	0.04906	0.00848	0.04724	0	0.00482	0	0	0.01473	0.01493	0.00227	0	0	0.0071	0.00458	0.03652	0.00679	0.00135	0	0	0.01636	0.03423	0.00219	0.00779	0.00038	0	0	0.00466	0	0	0	0	0.00666	0.02652	0	0	0.02586	0.00045	0	0	0	0	0.01272	0	0.01596	0.30176	0	0	0	0	0.0008	0	0.00426	0	0	0	0	0	0	0	0	0.02245	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia	0	0	0	0	0	0	0.00068	0	0.08068	0	0	0	0	0.00024	0	0	0	0	0	0	0.00736	0	0.00223	0.00177	0	0	0	0	0	0	0	0	0	0	0.0126	0	0	0	0	0	0.00045	0	0.00183	0.00413	0.00931	0	0	0.02082	0	0.00092	0.00463	0.00725	0	0	0	0.00016	0	0	0	0	0.0017	0.00143	0	0	0	0	0	0.00711	0.01725	0	0	0	0	0	0	0	0.00022	0	0.01102	0.00313	0	0.00364	0	0	0	0	0	0.01626	0	0	0	0	0.0164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0102	0	0.00145	0	0.00015	0	0	0	0.00356	0.03838	0.00275	0.04491	0	0.06203	0.00616	0.01119	0	0.01011	0.00089	0.025	0	0.00037	0	0.0507	0.02685	0	0.00112	0	0.00088	0.00359	0	0.00701	0.09838	0.00778	0.0211	0.0031	0	0.00909	0.01382	0	0.00623	0.00385	0.00786	0	0.0037	0.01792	0.01299	0.02285	0.00048	0	0	0.15342	0	0	0.00652	0.00818	0.00959	0	0.17412	0.08258	0.02142	0.00051	0	0.0184	0.00289	0.00181	0.01227	0.0062	0.00152	0	0.00122	0.00537	0.00422	0.04325	0.0231	0.01679	0	0.0075	0.00201	0.036	0.00744	0.00048	0.00176	0.0077	0.00543	0.00575	0	0	0.0081	0	0.01305	0.07351	0	0	0.04805	0	0	0	0.01699	0	0.00043	0.00403	0.00508	0.05787	0.03337	0.00772	0.39636	0	0.0314	0	0.01543	0	0	0.01193	0	0.25532	0	0	0.00213	0.00959	0.00961
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	0	0.11273	0.05692	0.15253	0.29028	0.00448	0.00366	5.57473	0.07892	0.06806	0.02955	0.14006	0.00584	0.00377	0.008	0.03929	0.24682	0.95512	0	0	0.16579	0	0.03562	1.28091	0.82589	0.22192	2.41951	0.00415	0	0	0.18466	0.21912	0	0.03686	0.01536	0.3227	0.05547	0.01154	0.04153	0.4834	0.78989	1.32341	0.00836	0.66889	0.24995	0.04524	0.00108	0.29309	0.22736	0.22899	0.05806	0	0.7915	5.41857	0.26893	0.13391	1.59905	0	0.11339	0.41491	0.37415	0.22627	0	1.82229	0.03511	0.0265	1.84214	0.06654	0.03625	0.62032	0.39458	2.339	0.00207	5.07548	0.00771	0	0.22517	0.07107	0.01407	0.06811	13.23348	3.93877	1.44944	0	0	0.66988	0	0.01078	0.04491	0.00693	0.2237	0.49788	0	0.11062	0.96085	0.0316	0.02665	0.22185	0.40082	0.09705	2.48753	9.13194	2.88385	0.59067	0.08451	0.00926	0.31821	0	0.85971	0	0.02536	0.71342	0.14386	0	0.17637	0.03484	0.00373	0.00356	0	0.09361	0.00472	0.17206	0.04892	0	0.00096	0.01122	0	0.67579	0.38435	1.05475	0.09175	0.14064	0.26242	0.3526	1.35249	0.14837	0.74006	0	2.14996	1.61721	0.06263	0.09417	1.06291	0.8142	0.08463	2.19531	0.25168	0.78634	0.03808	0.48003	0.42499	0.0424	0.05853	1.64394	0.18242	0.39787	0.17734	3.19043	0.06907	0.01764	0.4816	0.29318	0	0.13918	0.0725	2.2718	0	2.40763	0.70624	0.01256	3.54234	0.12251	1.27193	0.0554	1.86203	0	0.12192	0.27097	0.36939	0	0.21138	0.09444	0.05026	7.35006	2.46491	0.02697	0.38017	0.03908	0.11156	5.8385	4.7736	0.239	0.02924	1.3517	0.07863	0.38783	2.43999	0.00652	11.28818	1.64889	1.30247	0.00145	0.11732	0.04066	0.0003	0.05577	0.02425	0.02449	0.00166	0.0155	0.04342	0.04736	1.15971	0.00933	0.31934	0	0.06675	0	0.04046	1.67019	1.92475	0	0.35725	0.0028	1.49836	5.62893	0	0.01656	0.34155	0.23186	0.08371	0.02999
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051	0.00245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02412	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Adlercreutzia	0	0.08773	0.05996	0	0	0.02209	0.08967	0	0.06967	0	0	0	0	0.05216	0	0	0	0.03772	0.08596	0	0.06618	0	0	0.21016	0.13025	0.0166	0.20594	0.2137	0.25012	0.04131	0.05136	0.02445	0	0.06237	0.01169	0.00468	0	0	0	0	0	0.02268	0	0.00363	0	0.04043	0.02131	0.00704	0.07986	0.00796	0.02821	0.08851	0.06005	0.04403	0.07884	0.06343	0	0.02381	0.10797	0	0.02521	0.00397	0.0308	0	0.01527	0	0	0.05209	0.10823	0.08072	0.05411	0.01896	0	0.00331	0.05677	0	0	0	0.12132	0	0.01047	0.02315	0.01994	0.03995	0.01781	0.19934	0	0	0.00899	0.00627	0	0	0	0	0.10946	0	0	0	0.03679	0	0.14068	0.09197	0.75592	0	0	0.01195	0.06423	0	0	0	0	0.02654	0	0	0	0	0	0	0.02997	0.00176	0	0	0	0	0	0	0	0	0	0.01156	0.03799	0	0	0.01917	0	0.01579	0	0	0	0.22267	0	0	0.00376	0	0	0	0.00421	0.00491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06577	0	0.02761	0	0	0.03065	0	0	0	0	0.0356	0	0	0	0	0	0	0	0	0.01272	0	0	0	0	0	0	0	0	0	0	0	0.01198	0.00258	0.00218	0	0.02563	0	0	0	0	0	0.0884	0	0	0	0	0	0	0	0.02685	0	0.02174	0	0	0	0	0	0	0	0	0.01581
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00376	0	0	0	0	0	0.00109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00243	0	0.02625	0	0.00261	0	0	0	0.00028	0.0169	0	0	0	0	0	0	0.03386	0.01259	0	0	0	0	0.00901	0.04528	0	0	0	0	0	0	0.00109	0	0.00478	0.00124	0	0	0.02508	0	0	0.01905	0	0.0057	0	0.04472	0.00864	0	0.04881	0	0	0	0	0.00171	0	0	0	0	0.00229	0.00527	0.00538	0.02153	0.00848	0	0.00537	0.18421	0	0	0.00019	0	0.0182	0	0	0	0	0	0.01231	0.00734	0	0	0	0.01454	0	0	0	0	0	0.00551	0	0	0.02832	0	0	0.01009	0	0.06112	0	0.02366	0	0	0	0	0.30454	0	0	0	0.03236	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	0	0	0.15201	0	0.02485	0.05072	0	0	0.37835	0	0.10734	0.21112	0.05466	0	0.23046	0.1214	0	0	0.0161	0.08814	0.24536	0	0.0471	0.00157	0.1292	0.14731	0	0.24436	0	0.20784	0.02757	0	0.06359	0.01653	0.03727	0	0.02751	0.04793	0	0.0193	0.1046	0.06887	0	0.14777	0.00549	0	0	0.12414	0.04203	0.09864	0.11228	0.01614	0	0.54648	0	0	0	0.07444	0.09498	0	0.00133	0.16123	0.21174	0	0.16992	0.06024	0	0.08508	0.11056	0.02385	0.16814	0.35585	0.03731	0.31864	0.07821	1.36317	0.18702	0.12172	0.06624	0.07978	0.49021	0.13325	0.16214	0.18268	0.34497	0	0.03473	0.04631	0.1213	0	0.05912	0.04409	0.02347	0	0.01657	0.1809	0	0.05579	0.46106	0.02701	0.33354	0	0.61983	0.1401	0	0.013	0.14813	0.03066	0	0	0.28223	0.03724	0.48339	0.01601	0.03532	0.07146	0	0.01322	0.03613	0.12457	0.073	0	0.01339	0.00617	0.08008	0	0	0.00602	0.01063	0.10596	0.25258	0.00703	0.01732	0.26456	0.02232	0	0	0.05626	1.67174	0	0	0.12166	0	0	0.01561	0	0	0.18949	0.0904	0	0	0.07291	0.05996	0.14877	0	0.006	0	0.13047	0.00587	0.01364	0.33426	0	0	0	0.06604	0.00422	0.04851	0	0	0.00171	0	0.14864	0	0.04143	0	0	0	0.00887	0	0.01528	0.10964	0.17609	0.08121	1.28262	0	0	0	0.26936	0.10596	0	0.41402	0	0	0	0.10358	0.00154	0	0	0.42363	0	0	0	0	0.0241	0	0	0.05023	0.0439	0.02693	0	0.05624	0.16183	0.28109	0	0	0	0	0	0.14679	0.04151	0.01858	0	0.01607	0.12127	0	0	0.06155	0.073	0.0928	0	0.08156	0.20602
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_noname	0	0	0	0	0	0	0.00501	0	0	0	0.00804	0	0	0.00143	0	0	0	0.00099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03227	0	0	0	0	0	0	0	0	0	0.02521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13851	0	0	0	0	0	0	0	0	0	0	0.00578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00061	0.01395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
